customerID,gender,tenure,Churn,Contract,InternetService,Probabilité de Résilation
5424-RLQLC,Male,10,No,Month-to-month,DSL,0.9847887345451664
9700-ISPUP,Female,10,No,Month-to-month,DSL,0.9847887345451664
7143-BQIBA,Male,10,No,Month-to-month,DSL,0.9847887345451664
4307-KWMXE,Male,10,No,Month-to-month,DSL,0.9847887345451664
1089-HDMKP,Male,11,No,Month-to-month,DSL,0.9842082824869698
5527-ACHSO,Female,11,No,Month-to-month,DSL,0.9842082824869698
8158-WPEZG,Male,11,No,Month-to-month,DSL,0.9842082824869698
0774-IFUVM,Male,11,No,Month-to-month,DSL,0.9842082824869698
0804-XBFBV,Female,11,No,Month-to-month,DSL,0.9842082824869698
6859-RKMZJ,Male,11,No,Month-to-month,DSL,0.9842082824869698
2782-LFZVW,Female,11,No,Month-to-month,DSL,0.9842082824869698
9496-IVVRP,Female,11,No,Month-to-month,DSL,0.9842082824869698
5392-AKEMH,Female,12,No,Month-to-month,DSL,0.983606049482923
6625-UTXEW,Female,12,No,Month-to-month,DSL,0.983606049482923
9169-BSVIN,Male,12,No,Month-to-month,DSL,0.983606049482923
7176-WIONM,Female,12,No,Month-to-month,DSL,0.983606049482923
8205-MQUGY,Male,12,No,Month-to-month,DSL,0.983606049482923
6898-MDLZW,Male,12,No,Month-to-month,DSL,0.983606049482923
8791-GFXLZ,Male,12,No,Month-to-month,DSL,0.983606049482923
6789-HJBWG,Female,12,No,Month-to-month,DSL,0.983606049482923
0550-DCXLH,Male,13,No,Month-to-month,DSL,0.9829812468556577
5924-IFQTT,Male,13,No,Month-to-month,DSL,0.9829812468556577
6339-DKLMK,Female,13,No,Month-to-month,DSL,0.9829812468556577
4522-AKYLR,Female,13,No,Month-to-month,DSL,0.9829812468556577
2931-FSOHN,Male,13,No,Month-to-month,DSL,0.9829812468556577
9097-ZUBYC,Male,14,No,Month-to-month,DSL,0.9823330595913619
2257-BOVXD,Male,14,No,Month-to-month,DSL,0.9823330595913619
9481-SFCQY,Female,14,No,Month-to-month,DSL,0.9823330595913619
3466-BYAVD,Male,15,No,Month-to-month,DSL,0.9816606456341499
0851-DFJKB,Female,15,No,Month-to-month,DSL,0.9816606456341499
6476-YHMGA,Female,15,No,Month-to-month,DSL,0.9816606456341499
3688-FTHLT,Female,16,No,Month-to-month,DSL,0.9809631351757175
3845-JHAMY,Female,16,No,Month-to-month,DSL,0.9809631351757175
6537-QLGEX,Female,16,No,Month-to-month,DSL,0.9809631351757175
3890-RTCMS,Male,16,No,Month-to-month,DSL,0.9809631351757175
0872-JCPIB,Male,17,No,Month-to-month,DSL,0.9802396299416258
7088-FBAWU,Female,17,No,Month-to-month,DSL,0.9802396299416258
3307-TLCUD,Male,17,No,Month-to-month,DSL,0.9802396299416258
0820-FNRNX,Male,17,No,Month-to-month,DSL,0.9802396299416258
8930-XOTDP,Female,18,No,Month-to-month,DSL,0.9794892024757084
5651-WYIPH,Female,18,No,Month-to-month,DSL,0.9794892024757084
4929-ROART,Male,18,No,Month-to-month,DSL,0.9794892024757084
5843-TTHGI,Female,18,No,Month-to-month,DSL,0.9794892024757084
4495-LHSSK,Female,18,No,Month-to-month,DSL,0.9794892024757084
6133-OZILE,Female,18,No,Month-to-month,DSL,0.9794892024757084
7382-DFJTU,Male,18,No,Month-to-month,DSL,0.9794892024757084
1559-DTODC,Male,19,No,Month-to-month,DSL,0.9787108954242406
3472-OAOOR,Male,19,No,Month-to-month,DSL,0.9787108954242406
0997-YTLNY,Female,19,No,Month-to-month,DSL,0.9787108954242406
7909-FIOIY,Female,19,No,Month-to-month,DSL,0.9787108954242406
1697-NVVGY,Male,19,No,Month-to-month,DSL,0.9787108954242406
6344-SFJVH,Female,20,No,Month-to-month,DSL,0.977903720821685
9504-DSHWM,Male,20,No,Month-to-month,DSL,0.977903720821685
6705-LNMDD,Male,20,No,Month-to-month,DSL,0.977903720821685
4338-EYCER,Male,21,No,Month-to-month,DSL,0.9770666593799857
8992-OBVDG,Male,21,No,Month-to-month,DSL,0.9770666593799857
3703-TTEPD,Male,21,No,Month-to-month,DSL,0.9770666593799857
3470-BTGQO,Male,21,No,Month-to-month,DSL,0.9770666593799857
3179-GBRWV,Male,21,No,Month-to-month,DSL,0.9770666593799857
0377-JBKKT,Male,22,No,Month-to-month,DSL,0.9761986597835909
2978-XXSOG,Female,22,No,Month-to-month,DSL,0.9761986597835909
2436-QBZFP,Female,22,No,Month-to-month,DSL,0.9761986597835909
0212-ISBBF,Female,22,No,Month-to-month,DSL,0.9761986597835909
1360-RCYRT,Male,23,No,Month-to-month,DSL,0.9752986379925543
1684-FLBGS,Female,23,No,Month-to-month,DSL,0.9752986379925543
8070-AAWZP,Male,24,No,Month-to-month,DSL,0.9743654765562989
9828-QHFBK,Male,24,No,Month-to-month,DSL,0.9743654765562989
3723-BFBGR,Male,24,No,Month-to-month,DSL,0.9743654765562989
7964-YESJC,Female,24,No,Month-to-month,DSL,0.9743654765562989
2229-VWQJH,Female,24,No,Month-to-month,DSL,0.9743654765562989
7217-JYHOQ,Male,24,No,Month-to-month,DSL,0.9743654765562989
4104-PVRPS,Male,24,No,Month-to-month,DSL,0.9743654765562989
6575-SUVOI,Female,25,No,Month-to-month,DSL,0.9733980239408259
2108-GLPQB,Male,25,No,Month-to-month,DSL,0.9733980239408259
7175-NTIXE,Female,25,No,Month-to-month,DSL,0.9733980239408259
4310-KEDTB,Female,26,No,Month-to-month,DSL,0.9723950938723956
3920-HIHMQ,Female,26,No,Month-to-month,DSL,0.9723950938723956
6261-LHRTG,Female,26,No,Month-to-month,DSL,0.9723950938723956
8731-WBBMB,Female,26,No,Month-to-month,DSL,0.9723950938723956
2851-MMUTZ,Female,27,No,Month-to-month,DSL,0.9713554647009466
1134-YWTYF,Male,27,No,Month-to-month,DSL,0.9713554647009466
9972-NKTFD,Female,28,No,Month-to-month,DSL,0.9702778787867746
3689-MOZGR,Female,29,No,Month-to-month,DSL,0.9691610419142627
1958-RNRKS,Male,30,No,Month-to-month,DSL,0.9680036227367335
4459-BBGHE,Male,30,No,Month-to-month,DSL,0.9680036227367335
1810-MVMAI,Male,30,No,Month-to-month,DSL,0.9680036227367335
5136-RGMZO,Male,31,No,Month-to-month,DSL,0.9668042522567885
9342-VNIMQ,Male,33,No,Month-to-month,DSL,0.9642739903145384
1518-OMDIK,Male,33,No,Month-to-month,DSL,0.9642739903145384
5478-JJVZK,Female,33,No,Month-to-month,DSL,0.9642739903145384
2045-BMBTJ,Female,33,No,Month-to-month,DSL,0.9642739903145384
5337-IIWKZ,Male,34,No,Month-to-month,DSL,0.9629401685192537
0708-SJDIS,Female,34,No,Month-to-month,DSL,0.9629401685192537
4504-YOULA,Female,35,No,Month-to-month,DSL,0.9615585340438381
6131-FOYAS,Male,35,No,Month-to-month,DSL,0.9615585340438381
4072-IPYLT,Female,36,No,Month-to-month,DSL,0.9601275234290809
5151-HQRDG,Male,37,No,Month-to-month,DSL,0.9586455334763494
7041-TXQJH,Female,37,No,Month-to-month,DSL,0.9586455334763494
4282-ACRXS,Male,38,No,Month-to-month,DSL,0.9571109211254029
4450-YOOHP,Female,39,No,Month-to-month,DSL,0.9555220034144102
2985-JUUBZ,Male,40,No,Month-to-month,DSL,0.9538770575296134
8807-ARQET,Female,41,No,Month-to-month,DSL,0.9521743209524386
3570-YUEKJ,Female,42,No,Month-to-month,DSL,0.9504119917122406
7233-IOQNP,Female,43,No,Month-to-month,DSL,0.9485882287532164
4385-ZKVNW,Male,44,No,Month-to-month,DSL,0.9467011524243913
6103-QCKFX,Female,44,No,Month-to-month,DSL,0.9467011524243913
9795-VOWON,Male,7,No,One year,DSL,0.9463536070074051
9281-PKKZE,Female,46,No,Month-to-month,DSL,0.9427293519532914
7502-BNYGS,Female,46,No,Month-to-month,DSL,0.9427293519532914
8741-LQOBK,Female,46,No,Month-to-month,DSL,0.9427293519532914
8671-KKKOS,Female,46,No,Month-to-month,DSL,0.9427293519532914
9308-ANMVE,Male,47,No,Month-to-month,DSL,0.9406406818533006
3537-RYBHH,Female,47,No,Month-to-month,DSL,0.9406406818533006
6137-MFAJN,Female,48,No,Month-to-month,DSL,0.9384808084620156
6322-HRPFA,Male,49,No,Month-to-month,DSL,0.9362476714751315
3126-WQMGH,Female,49,No,Month-to-month,DSL,0.9362476714751315
7989-AWGEH,Male,49,No,Month-to-month,DSL,0.9362476714751315
4415-WNGVR,Female,12,No,One year,DSL,0.9358365819839164
8582-KRHPJ,Male,50,No,Month-to-month,DSL,0.9339391780574117
4726-DLWQN,Male,50,No,Month-to-month,DSL,0.9339391780574117
3638-DIMPH,Female,13,No,One year,DSL,0.9335142599536617
7740-KKCXF,Male,51,No,Month-to-month,DSL,0.9315532044700519
3800-LYTRK,Female,14,No,One year,DSL,0.9311140712263066
2599-CZABP,Male,14,No,One year,DSL,0.9311140712263066
0222-CNVPT,Male,52,No,Month-to-month,DSL,0.9290875979029642
8878-RYUKI,Female,52,No,Month-to-month,DSL,0.9290875979029642
4957-TIALW,Female,15,No,One year,DSL,0.928633857955658
7691-KGKGP,Male,53,No,Month-to-month,DSL,0.9265401785230483
8097-VBQTZ,Male,54,No,Month-to-month,DSL,0.9239087417495411
8109-YUOHE,Male,17,No,One year,DSL,0.923424595570281
9798-DRYDS,Female,17,No,One year,DSL,0.923424595570281
7049-GKVZY,Female,17,No,One year,DSL,0.923424595570281
5160-UXJED,Male,17,No,One year,DSL,0.923424595570281
2055-SIFSS,Female,55,No,Month-to-month,DSL,0.9211910607674912
4654-GGUII,Female,18,No,One year,DSL,0.9206911071264109
1402-PTHGN,Female,18,No,One year,DSL,0.9206911071264109
6296-DDOOR,Female,19,No,One year,DSL,0.9178687208471984
0297-RBCSG,Male,19,No,One year,DSL,0.9178687208471984
0699-NDKJM,Female,57,No,Month-to-month,DSL,0.9154879645817802
1840-BIUOG,Male,20,No,One year,DSL,0.914955171369926
8883-GRDWQ,Male,20,No,One year,DSL,0.914955171369926
1389-WNUIB,Female,20,No,One year,DSL,0.914955171369926
1697-BCSHV,Female,58,No,Month-to-month,DSL,0.9124980107488592
5837-LXSDN,Female,21,No,One year,DSL,0.9119481807986661
1183-CANVH,Female,23,No,One year,DSL,0.9056447241595598
4075-WKNIU,Female,0,No,Two year,DSL,0.9053685826404514
7901-IIDQV,Male,24,No,One year,DSL,0.9023436737141162
6840-RESVB,Male,24,No,One year,DSL,0.9023436737141162
9495-REDIY,Male,25,No,One year,DSL,0.8989400221568652
0074-HDKDG,Male,25,No,One year,DSL,0.8989400221568652
7089-XXAYG,Male,25,No,One year,DSL,0.8989400221568652
9470-RTWDV,Male,26,No,One year,DSL,0.8954314892329098
4189-NAKJS,Male,26,No,One year,DSL,0.8954314892329098
9052-DHNKM,Male,26,No,One year,DSL,0.8954314892329098
5701-GUXDC,Female,26,No,One year,DSL,0.8954314892329098
2212-LYASK,Male,27,No,One year,DSL,0.8918158084245614
7336-RLLRH,Male,27,No,One year,DSL,0.8918158084245614
2039-JONDJ,Male,27,No,One year,DSL,0.8918158084245614
7801-CEDNV,Male,27,No,One year,DSL,0.8918158084245614
0068-FIGTF,Female,27,No,One year,DSL,0.8918158084245614
8498-XXGWA,Female,65,No,Month-to-month,DSL,0.8887713673761944
9473-CBZOP,Female,28,No,One year,DSL,0.8880907324329165
3422-WJOYD,Male,28,No,One year,DSL,0.8880907324329165
5753-QQWPW,Female,28,No,One year,DSL,0.8880907324329165
6114-TCFID,Female,29,No,One year,DSL,0.8842540389869625
8680-CGLTP,Male,29,No,One year,DSL,0.8842540389869625
8690-UPCZI,Male,29,No,One year,DSL,0.8842540389869625
4903-CNOZC,Male,29,No,One year,DSL,0.8842540389869625
2364-UFROM,Male,30,No,One year,DSL,0.8803035369815404
2925-MXLSX,Female,30,No,One year,DSL,0.8803035369815404
7492-TAFJD,Male,7,No,Two year,DSL,0.8799630614860711
7021-XSNYE,Male,7,No,Two year,DSL,0.8799630614860711
6663-JOCQO,Male,31,No,One year,DSL,0.8762370729436717
2486-WYVVE,Male,31,No,One year,DSL,0.8762370729436717
0895-UADGO,Male,8,No,Two year,DSL,0.8758866612538891
3648-GZPHF,Male,32,No,One year,DSL,0.8720525378247451
3282-ZISZV,Male,32,No,One year,DSL,0.8720525378247451
3229-USWAR,Female,34,No,One year,DSL,0.8633210832651877
3551-GAEGL,Male,34,No,One year,DSL,0.8633210832651877
4808-YNLEU,Female,35,No,One year,DSL,0.8587702334297675
8318-LCNBW,Male,35,No,One year,DSL,0.8587702334297675
4186-ZBUEW,Female,36,No,One year,DSL,0.8540934674790988
7951-VRDVK,Female,36,No,One year,DSL,0.8540934674790988
7321-ZNSLA,Male,13,No,Two year,DSL,0.8536908288362334
6252-DFGTK,Female,37,No,One year,DSL,0.8492890113052923
7032-LMBHI,Female,37,No,One year,DSL,0.8492890113052923
5032-USPKF,Female,38,No,One year,DSL,0.8443551823791409
6992-TKNYO,Male,38,No,One year,DSL,0.8443551823791409
7325-ENZFI,Female,39,No,One year,DSL,0.8392903985443266
7338-ERIVA,Male,39,No,One year,DSL,0.8392903985443266
6371-NZYEG,Male,16,No,Two year,DSL,0.8388546172097499
8208-EUMTE,Male,16,No,Two year,DSL,0.8388546172097499
7013-PSXHK,Female,40,No,One year,DSL,0.8340931870225374
5777-KJIRB,Female,40,No,One year,DSL,0.8340931870225374
2746-DIJLO,Female,41,No,One year,DSL,0.8287621936007201
7576-ASEJU,Female,41,No,One year,DSL,0.8287621936007201
6061-GWWAV,Male,41,No,One year,DSL,0.8287621936007201
1921-KYSAY,Female,41,No,One year,DSL,0.8287621936007201
1708-PBBOA,Female,42,No,One year,DSL,0.8232961919680799
4522-XRWWI,Male,42,No,One year,DSL,0.8232961919680799
4445-KWOKW,Female,42,No,One year,DSL,0.8232961919680799
3941-XTSKM,Male,42,No,One year,DSL,0.8232961919680799
3441-CGZJH,Female,43,No,One year,DSL,0.8176940931667396
7100-FQPRV,Male,43,No,One year,DSL,0.8176940931667396
0723-FDLAY,Male,44,No,One year,DSL,0.8119549551162457
6281-FKEWS,Female,44,No,One year,DSL,0.8119549551162457
4682-BLBUC,Male,44,No,One year,DSL,0.8119549551162457
9209-NWPGU,Male,44,No,One year,DSL,0.8119549551162457
9867-XOBQA,Female,21,No,Two year,DSL,0.811461701790034
9236-NDUCW,Female,21,No,Two year,DSL,0.811461701790034
3727-JEZTU,Female,1,No,Month-to-month,No,0.8040976399152243
8203-XJZRC,Male,1,No,Month-to-month,No,0.8040976399152243
9629-NHXFW,Female,1,No,Month-to-month,No,0.8040976399152243
7617-EYGLW,Male,1,No,Month-to-month,No,0.8040976399152243
2866-IKBTM,Female,1,No,Month-to-month,No,0.8040976399152243
8992-CEUEN,Female,1,No,Month-to-month,No,0.8040976399152243
2692-PFYTJ,Female,1,No,Month-to-month,No,0.8040976399152243
6579-JPICP,Male,1,No,Month-to-month,No,0.8040976399152243
8620-RJPZN,Female,1,No,Month-to-month,No,0.8040976399152243
2480-JZOSN,Female,1,No,Month-to-month,No,0.8040976399152243
2700-LUEVA,Male,1,No,Month-to-month,No,0.8040976399152243
8262-COGGB,Male,1,No,Month-to-month,No,0.8040976399152243
3373-YZZYM,Male,1,No,Month-to-month,No,0.8040976399152243
5088-QZLRL,Male,1,No,Month-to-month,No,0.8040976399152243
6569-KTMDU,Female,1,No,Month-to-month,No,0.8040976399152243
2712-SYWAY,Female,1,No,Month-to-month,No,0.8040976399152243
4781-ZXYGU,Male,1,No,Month-to-month,No,0.8040976399152243
3807-XHCJH,Female,1,No,Month-to-month,No,0.8040976399152243
3930-ZGWVE,Male,1,No,Month-to-month,No,0.8040976399152243
9374-YOLBJ,Female,1,No,Month-to-month,No,0.8040976399152243
4661-NJEUX,Male,1,No,Month-to-month,No,0.8040976399152243
7096-UCLNH,Male,1,No,Month-to-month,No,0.8040976399152243
0927-CNGRH,Male,1,No,Month-to-month,No,0.8040976399152243
7291-CDTMJ,Male,1,No,Month-to-month,No,0.8040976399152243
5868-YTYKS,Male,1,No,Month-to-month,No,0.8040976399152243
0673-IGUQO,Male,1,No,Month-to-month,No,0.8040976399152243
3308-MHOOC,Male,1,No,Month-to-month,No,0.8040976399152243
2676-ISHSF,Male,1,No,Month-to-month,No,0.8040976399152243
7298-IZWLY,Female,1,No,Month-to-month,No,0.8040976399152243
4232-JGKIY,Male,1,No,Month-to-month,No,0.8040976399152243
2369-FEVNO,Male,1,No,Month-to-month,No,0.8040976399152243
9975-SKRNR,Male,1,No,Month-to-month,No,0.8040976399152243
3090-QFUVD,Female,1,No,Month-to-month,No,0.8040976399152243
7601-WFVZV,Male,1,No,Month-to-month,No,0.8040976399152243
2080-SRCDE,Female,1,No,Month-to-month,No,0.8040976399152243
2668-TZSPS,Male,1,No,Month-to-month,No,0.8040976399152243
3785-NRHYR,Male,1,No,Month-to-month,No,0.8040976399152243
9441-QHEVC,Male,1,No,Month-to-month,No,0.8040976399152243
7853-WNZSY,Male,1,No,Month-to-month,No,0.8040976399152243
1098-TDVUQ,Female,1,No,Month-to-month,No,0.8040976399152243
3247-MHJKM,Male,1,No,Month-to-month,No,0.8040976399152243
1423-BMPBQ,Female,1,No,Month-to-month,No,0.8040976399152243
6286-SUUWT,Male,1,No,Month-to-month,No,0.8040976399152243
2654-VBVPB,Female,1,No,Month-to-month,No,0.8040976399152243
0670-KDOMA,Female,1,No,Month-to-month,No,0.8040976399152243
6654-QGBZZ,Female,1,No,Month-to-month,No,0.8040976399152243
8393-JMVMB,Male,1,No,Month-to-month,No,0.8040976399152243
2081-KJSQF,Male,1,No,Month-to-month,No,0.8040976399152243
6124-ACRHJ,Female,1,No,Month-to-month,No,0.8040976399152243
9103-CXVOK,Male,1,No,Month-to-month,No,0.8040976399152243
9962-BFPDU,Female,1,No,Month-to-month,No,0.8040976399152243
4501-UYKBC,Female,46,No,One year,DSL,0.8000625846451825
3298-QEICA,Female,23,No,Two year,DSL,0.799545838147596
3845-FXCYS,Male,2,No,Month-to-month,No,0.7980361937640518
0871-OPBXW,Female,2,No,Month-to-month,No,0.7980361937640518
3007-FDPEA,Female,2,No,Month-to-month,No,0.7980361937640518
2342-CKIAO,Female,2,No,Month-to-month,No,0.7980361937640518
2832-SCUCO,Female,2,No,Month-to-month,No,0.7980361937640518
9137-NOQKA,Male,2,No,Month-to-month,No,0.7980361937640518
9426-SXNHE,Female,2,No,Month-to-month,No,0.7980361937640518
5562-YJQGT,Female,2,No,Month-to-month,No,0.7980361937640518
1755-RMCXH,Male,2,No,Month-to-month,No,0.7980361937640518
5919-VCZYM,Male,2,No,Month-to-month,No,0.7980361937640518
8739-QOTTN,Female,2,No,Month-to-month,No,0.7980361937640518
3594-IVHJZ,Female,2,No,Month-to-month,No,0.7980361937640518
2308-STERM,Female,2,No,Month-to-month,No,0.7980361937640518
8713-IGZSO,Male,2,No,Month-to-month,No,0.7980361937640518
3156-QLHBO,Male,2,No,Month-to-month,No,0.7980361937640518
6810-VCAEX,Female,47,No,One year,DSL,0.7939082883091039
6122-EFVKN,Male,24,No,Two year,DSL,0.7933797435931158
7808-DVWEP,Male,3,No,Month-to-month,No,0.7918357517839488
3039-MJSLN,Male,3,No,Month-to-month,No,0.7918357517839488
0463-WZZKO,Male,3,No,Month-to-month,No,0.7918357517839488
3407-QGWLG,Male,3,No,Month-to-month,No,0.7918357517839488
9770-LXDBK,Female,3,No,Month-to-month,No,0.7918357517839488
2621-UDNLU,Female,3,No,Month-to-month,No,0.7918357517839488
7526-IVLYU,Male,3,No,Month-to-month,No,0.7918357517839488
7521-YXVZY,Male,3,No,Month-to-month,No,0.7918357517839488
9277-JOOMO,Female,3,No,Month-to-month,No,0.7918357517839488
6184-DYUOB,Female,3,No,Month-to-month,No,0.7918357517839488
7785-RDVIG,Female,3,No,Month-to-month,No,0.7918357517839488
5066-GFJMM,Female,3,No,Month-to-month,No,0.7918357517839488
6734-CKRSM,Female,3,No,Month-to-month,No,0.7918357517839488
1465-WCZVT,Female,3,No,Month-to-month,No,0.7918357517839488
4342-HFXWS,Female,48,No,One year,DSL,0.7876148437115991
8822-KNBHV,Female,48,No,One year,DSL,0.7876148437115991
4091-TVOCN,Male,48,No,One year,DSL,0.7876148437115991
3097-PYWXL,Female,4,No,Month-to-month,No,0.7854961178697286
5712-VBOXD,Female,4,No,Month-to-month,No,0.7854961178697286
4396-KLSEH,Male,4,No,Month-to-month,No,0.7854961178697286
1855-CFULU,Female,4,No,Month-to-month,No,0.7854961178697286
5702-SKUOB,Female,4,No,Month-to-month,No,0.7854961178697286
7976-CICYS,Male,4,No,Month-to-month,No,0.7854961178697286
9929-PLVPA,Female,4,No,Month-to-month,No,0.7854961178697286
8746-OQQRW,Male,4,No,Month-to-month,No,0.7854961178697286
8410-BGQXN,Male,4,No,Month-to-month,No,0.7854961178697286
3345-JHUEO,Male,4,No,Month-to-month,No,0.7854961178697286
4397-FRLTA,Female,4,No,Month-to-month,No,0.7854961178697286
5724-BIDBU,Male,49,No,One year,DSL,0.7811821853622073
9294-TDIPC,Male,5,No,Month-to-month,No,0.7790172928664384
1257-SXUXQ,Male,5,No,Month-to-month,No,0.7790172928664384
2732-ISEZX,Female,5,No,Month-to-month,No,0.7790172928664384
2159-TURXX,Male,5,No,Month-to-month,No,0.7790172928664384
3675-EQOZA,Male,5,No,Month-to-month,No,0.7790172928664384
1925-GMVBW,Female,5,No,Month-to-month,No,0.7790172928664384
2439-QKJUL,Male,5,No,Month-to-month,No,0.7790172928664384
3363-EWLGO,Female,5,No,Month-to-month,No,0.7790172928664384
4785-NKHCX,Male,5,No,Month-to-month,No,0.7790172928664384
3696-XRIEN,Female,50,No,One year,DSL,0.7746104506580063
1136-XGEQU,Female,50,No,One year,DSL,0.7746104506580063
5955-EPOAZ,Female,6,No,Month-to-month,No,0.7723994834054506
6164-HXUGH,Female,6,No,Month-to-month,No,0.7723994834054506
6806-YDEUL,Female,6,No,Month-to-month,No,0.7723994834054506
7968-QUXNS,Male,6,No,Month-to-month,No,0.7723994834054506
9970-QBCDA,Female,6,No,Month-to-month,No,0.7723994834054506
4020-KIUDI,Male,6,No,Month-to-month,No,0.7723994834054506
7623-HKYRK,Male,6,No,Month-to-month,No,0.7723994834054506
4719-UMSIY,Male,6,No,Month-to-month,No,0.7723994834054506
2928-HLDBA,Female,6,No,Month-to-month,No,0.7723994834054506
0743-HRVFF,Female,51,No,One year,DSL,0.7678999885102412
2239-CGBUZ,Female,51,No,One year,DSL,0.7678999885102412
8295-FHIVV,Male,7,No,Month-to-month,No,0.7656431104162822
3012-VFFMN,Female,7,No,Month-to-month,No,0.7656431104162822
1386-ZIKUV,Male,7,No,Month-to-month,No,0.7656431104162822
4732-RRJZC,Male,7,No,Month-to-month,No,0.7656431104162822
0750-EKNGL,Male,7,No,Month-to-month,No,0.7656431104162822
2320-YKQBO,Female,7,No,Month-to-month,No,0.7656431104162822
6671-NGWON,Female,7,No,Month-to-month,No,0.7656431104162822
4797-MIWUM,Male,7,No,Month-to-month,No,0.7656431104162822
9027-YFHQJ,Male,7,No,Month-to-month,No,0.7656431104162822
3530-CRZSB,Female,7,No,Month-to-month,No,0.7656431104162822
9788-YTFGE,Male,7,No,Month-to-month,No,0.7656431104162822
5774-XZTQC,Female,7,No,Month-to-month,No,0.7656431104162822
6258-NGCNG,Male,7,No,Month-to-month,No,0.7656431104162822
4549-ZDQYY,Female,52,No,One year,DSL,0.7610513676027422
0810-DHDBD,Female,52,No,One year,DSL,0.7610513676027422
5345-BMKWB,Male,8,No,Month-to-month,No,0.7587488172480679
3981-QSVQI,Male,8,No,Month-to-month,No,0.7587488172480679
2466-NEJOJ,Male,8,No,Month-to-month,No,0.7587488172480679
