,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category
62,2024,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,Data Engineer
63,2024,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Data Engineer
64,2024,MI,FT,Software Engineer,170000,USD,170000,US,0,US,M,Data Engineer
65,2024,MI,FT,Software Engineer,150000,USD,150000,US,0,US,M,Data Engineer
66,2024,SE,FT,Backend Engineer,339250,USD,339250,US,0,US,M,Data Engineer
67,2024,SE,FT,Backend Engineer,180000,USD,180000,US,0,US,M,Data Engineer
68,2024,SE,FT,Data Architect,353500,USD,353500,US,0,US,M,Data Architect
69,2024,SE,FT,Data Architect,202500,USD,202500,US,0,US,M,Data Architect
70,2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,Data Scientist
71,2024,SE,FT,Data Scientist,209720,USD,209720,US,0,US,M,Data Scientist
72,2024,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M,Data Engineer
73,2024,SE,FT,Data Engineer,96600,USD,96600,US,0,US,M,Data Engineer
74,2024,SE,FT,Data Engineer,195800,USD,195800,US,0,US,M,Data Engineer
75,2024,SE,FT,Data Engineer,97497,USD,97497,US,0,US,M,Data Engineer
76,2024,SE,FT,Data Engineer,166000,USD,166000,US,0,US,M,Data Engineer
77,2024,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
78,2024,SE,FT,Data Engineer,237100,USD,237100,US,0,US,M,Data Engineer
79,2024,SE,FT,Data Engineer,118094,USD,118094,US,0,US,M,Data Engineer
80,2024,SE,FT,Data Lead,65500,GBP,81875,GB,0,GB,M,Data Manager
81,2024,SE,FT,Data Lead,42000,GBP,52500,GB,0,GB,M,Data Manager
82,2024,MI,FT,Analytics Engineer,160000,USD,160000,US,100,US,M,Data Analyst
83,2024,MI,FT,Analytics Engineer,25000,USD,25000,US,100,US,M,Data Analyst
84,2024,MI,FT,Analytics Engineer,160000,USD,160000,US,0,US,M,Data Analyst
85,2024,MI,FT,Analytics Engineer,25000,USD,25000,US,0,US,M,Data Analyst
86,2024,SE,FT,Data Scientist,260400,USD,260400,US,0,US,M,Data Scientist
87,2024,SE,FT,Data Scientist,124800,USD,124800,US,0,US,M,Data Scientist
88,2024,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M,Data Scientist
89,2024,SE,FT,Data Scientist,100200,USD,100200,US,100,US,M,Data Scientist
90,2024,MI,FT,Data Quality Manager,145000,USD,145000,US,0,US,M,Data Manager
91,2024,MI,FT,Data Quality Manager,120000,USD,120000,US,0,US,M,Data Manager
92,2024,MI,FT,AI Engineer,124000,USD,124000,US,100,US,M,Data Engineer
93,2024,MI,FT,AI Engineer,92000,USD,92000,US,100,US,M,Data Engineer
94,2024,EN,FT,Data Analyst,34000,GBP,42500,GB,0,GB,M,Data Analyst
95,2024,EN,FT,Data Analyst,31000,GBP,38750,GB,0,GB,M,Data Analyst
96,2024,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Data Analyst
97,2024,SE,FT,Data Analyst,25000,USD,25000,US,100,US,M,Data Analyst
98,2024,SE,FT,Data Analyst,170000,USD,170000,US,0,US,M,Data Analyst
99,2024,SE,FT,Data Analyst,25000,USD,25000,US,0,US,M,Data Analyst
100,2024,EN,FT,Data Analyst,170000,USD,170000,US,100,US,M,Data Analyst
101,2024,EN,FT,Data Analyst,25000,USD,25000,US,100,US,M,Data Analyst
102,2024,EN,FT,Data Analyst,170000,USD,170000,US,0,US,M,Data Analyst
103,2024,EN,FT,Data Analyst,25000,USD,25000,US,0,US,M,Data Analyst
104,2024,SE,FT,Data Architect,234000,USD,234000,US,0,US,M,Data Architect
105,2024,SE,FT,Data Architect,146000,USD,146000,US,0,US,M,Data Architect
106,2024,SE,FT,Data Architect,160000,USD,160000,US,0,US,M,Data Architect
107,2024,SE,FT,Data Architect,100000,USD,100000,US,0,US,M,Data Architect
108,2024,MI,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
109,2024,MI,FT,Research Scientist,136000,USD,136000,US,0,US,M,Data Scientist
110,2024,SE,FT,Research Analyst,350000,USD,350000,US,0,US,M,Data Analyst
111,2024,SE,FT,Research Analyst,260000,USD,260000,US,0,US,M,Data Analyst
112,2024,SE,FT,Software Engineer,179000,USD,179000,AU,0,AU,M,Data Engineer
113,2024,SE,FT,Software Engineer,112000,USD,112000,AU,0,AU,M,Data Engineer
114,2024,SE,FT,Software Developer,143300,USD,143300,US,0,US,M,Other
115,2024,SE,FT,Software Developer,73200,USD,73200,US,0,US,M,Other
116,2024,SE,FT,Research Scientist,195000,USD,195000,US,0,US,M,Data Scientist
117,2024,SE,FT,Research Scientist,135000,USD,135000,US,0,US,M,Data Scientist
118,2024,SE,FT,Software Engineer,173000,USD,173000,US,100,US,M,Data Engineer
119,2024,SE,FT,Software Engineer,138400,USD,138400,US,100,US,M,Data Engineer
120,2024,SE,FT,Software Engineer,284000,USD,284000,US,0,US,M,Data Engineer
121,2024,SE,FT,Software Engineer,189000,USD,189000,US,0,US,M,Data Engineer
122,2024,MI,FT,Machine Learning Scientist,179000,USD,179000,US,0,US,M,Data Scientist
123,2024,MI,FT,Machine Learning Scientist,112000,USD,112000,US,0,US,M,Data Scientist
124,2024,SE,FT,Machine Learning Engineer,251250,USD,251250,US,0,US,M,Data Engineer
125,2024,SE,FT,Machine Learning Engineer,120750,USD,120750,US,0,US,M,Data Engineer
126,2024,SE,FT,Data Engineer,139360,USD,139360,US,100,US,M,Data Engineer
127,2024,SE,FT,Data Engineer,86840,USD,86840,US,100,US,M,Data Engineer
128,2024,SE,FT,Data Engineer,206000,USD,206000,US,0,US,M,Data Engineer
129,2024,SE,FT,Data Engineer,92700,USD,92700,US,0,US,M,Data Engineer
130,2024,MI,FT,Data Engineer,137000,USD,137000,US,0,US,M,Data Engineer
131,2024,MI,FT,Data Engineer,60400,USD,60400,US,0,US,M,Data Engineer
132,2024,MI,FT,Data Engineer,172000,USD,172000,US,0,US,M,Data Engineer
133,2024,MI,FT,Data Engineer,75600,USD,75600,US,0,US,M,Data Engineer
134,2024,SE,FT,Data Scientist,172000,USD,172000,US,0,US,M,Data Scientist
135,2024,SE,FT,Data Scientist,75600,USD,75600,US,0,US,M,Data Scientist
136,2024,SE,FT,Data Scientist,210100,USD,210100,IT,100,IT,M,Data Scientist
137,2024,SE,FT,Data Scientist,98000,USD,98000,IT,100,IT,M,Data Scientist
138,2024,SE,FT,Data Scientist,206000,USD,206000,US,0,US,M,Data Scientist
139,2024,SE,FT,Data Scientist,106605,USD,106605,US,0,US,M,Data Scientist
140,2024,SE,FT,Data Scientist,206000,USD,206000,US,0,US,M,Data Scientist
141,2024,SE,FT,Data Scientist,97335,USD,97335,US,0,US,M,Data Scientist
142,2024,SE,FT,Data Architect,193000,USD,193000,US,0,US,M,Data Architect
143,2024,SE,FT,Data Architect,84600,USD,84600,US,0,US,M,Data Architect
144,2024,SE,FT,Data Manager,131200,USD,131200,US,100,US,M,Data Manager
145,2024,SE,FT,Data Manager,95300,USD,95300,US,100,US,M,Data Manager
146,2024,EN,FT,Data Analyst,122000,USD,122000,US,0,US,M,Data Analyst
147,2024,EN,FT,Data Analyst,67725,USD,67725,US,0,US,M,Data Analyst
148,2024,SE,FT,Research Analyst,154000,USD,154000,US,0,US,M,Data Analyst
149,2024,SE,FT,Research Analyst,67700,USD,67700,US,0,US,M,Data Analyst
150,2024,SE,FT,Business Intelligence Analyst,178200,USD,178200,US,0,US,M,Data Analyst
151,2024,SE,FT,Business Intelligence Analyst,73800,USD,73800,US,0,US,M,Data Analyst
152,2024,SE,FT,Software Engineer,165000,USD,165000,US,100,US,M,Data Engineer
153,2024,SE,FT,Software Engineer,105000,USD,105000,US,100,US,M,Data Engineer
154,2024,EN,FT,Data Analyst,142381,USD,142381,US,0,US,M,Data Analyst
155,2024,EN,FT,Data Analyst,85428,USD,85428,US,0,US,M,Data Analyst
156,2024,MI,FT,Machine Learning Engineer,179000,USD,179000,US,0,US,M,Data Engineer
157,2024,MI,FT,Machine Learning Engineer,112000,USD,112000,US,0,US,M,Data Engineer
158,2024,SE,FT,Machine Learning Engineer,380300,USD,380300,US,0,US,M,Data Engineer
159,2024,SE,FT,Machine Learning Engineer,253500,USD,253500,US,0,US,M,Data Engineer
160,2024,SE,FT,Machine Learning Platform Engineer,297000,USD,297000,US,0,US,M,Data Engineer
161,2024,SE,FT,Machine Learning Platform Engineer,168300,USD,168300,US,0,US,M,Data Engineer
162,2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M,Data Analyst
163,2024,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M,Data Analyst
164,2024,MI,FT,Data Engineer,207000,USD,207000,US,100,US,M,Data Engineer
165,2024,MI,FT,Data Engineer,173000,USD,173000,US,100,US,M,Data Engineer
166,2024,SE,FT,Software Engineer,165000,USD,165000,US,0,US,M,Data Engineer
167,2024,SE,FT,Software Engineer,140000,USD,140000,US,0,US,M,Data Engineer
168,2024,SE,FT,Solutions Architect,220800,USD,220800,US,0,US,M,Data Architect
169,2024,SE,FT,Solutions Architect,124800,USD,124800,US,0,US,M,Data Architect
170,2024,SE,FT,Solutions Architect,220800,USD,220800,US,0,US,M,Data Architect
171,2024,SE,FT,Solutions Architect,124800,USD,124800,US,0,US,M,Data Architect
172,2024,SE,FT,Solutions Architect,220800,USD,220800,US,0,US,M,Data Architect
173,2024,SE,FT,Solutions Architect,124800,USD,124800,US,0,US,M,Data Architect
174,2024,SE,FT,Site Reliability Engineer,199500,USD,199500,US,0,US,M,Data Engineer
175,2024,SE,FT,Site Reliability Engineer,97400,USD,97400,US,0,US,M,Data Engineer
176,2024,SE,FT,Site Reliability Engineer,215000,USD,215000,US,0,US,M,Data Engineer
177,2024,SE,FT,Site Reliability Engineer,182700,USD,182700,US,0,US,M,Data Engineer
178,2024,SE,FT,Site Reliability Engineer,247200,USD,247200,US,0,US,M,Data Engineer
179,2024,SE,FT,Site Reliability Engineer,124373,USD,124373,US,0,US,M,Data Engineer
180,2024,EX,FT,Software Developer,202500,USD,202500,US,0,US,M,Other
181,2024,EX,FT,Software Developer,120000,USD,120000,US,0,US,M,Other
182,2024,MI,FT,Data Analyst,55000,USD,55000,US,0,US,M,Data Analyst
183,2024,MI,FT,Data Analyst,45000,USD,45000,US,0,US,M,Data Analyst
184,2024,SE,FT,Data Analyst,220000,USD,220000,US,0,US,M,Data Analyst
185,2024,SE,FT,Data Analyst,157000,USD,157000,US,0,US,M,Data Analyst
186,2024,SE,FT,Data Analyst,220000,USD,220000,US,0,US,M,Data Analyst
187,2024,SE,FT,Data Analyst,112000,USD,112000,US,0,US,M,Data Analyst
188,2024,SE,FT,Data Analyst,128200,EUR,142444,IE,0,IE,M,Data Analyst
189,2024,SE,FT,Data Analyst,85400,EUR,94888,IE,0,IE,M,Data Analyst
190,2024,EN,FT,Data Analyst,85000,USD,85000,US,0,US,M,Data Analyst
191,2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M,Data Analyst
192,2024,MI,FT,Data Analytics Manager,203900,USD,203900,US,0,US,M,Data Manager
193,2024,MI,FT,Data Analytics Manager,116600,USD,116600,US,0,US,M,Data Manager
194,2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M,Data Analyst
195,2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M,Data Analyst
196,2024,EN,FT,Data Analyst,93500,USD,93500,US,100,US,M,Data Analyst
197,2024,EN,FT,Data Analyst,68000,USD,68000,US,100,US,M,Data Analyst
198,2024,SE,FT,Data Analyst,179800,USD,179800,US,0,US,M,Data Analyst
199,2024,SE,FT,Data Analyst,101600,USD,101600,US,0,US,M,Data Analyst
200,2024,MI,FT,Data Analyst,112300,USD,112300,US,0,US,M,Data Analyst
201,2024,MI,FT,Data Analyst,75100,USD,75100,US,0,US,M,Data Analyst
202,2024,SE,FT,Principal Statistical Programmer,218000,USD,218000,US,0,US,M,Other
203,2024,SE,FT,Principal Statistical Programmer,106200,USD,106200,US,0,US,M,Other
204,2024,MI,FT,Software Engineer,184900,USD,184900,US,0,US,M,Data Engineer
205,2024,MI,FT,Software Engineer,153000,USD,153000,US,0,US,M,Data Engineer
206,2024,MI,FT,DevOps Engineer,119000,USD,119000,US,100,US,M,Data Engineer
207,2024,MI,FT,DevOps Engineer,85000,USD,85000,US,100,US,M,Data Engineer
208,2024,SE,FT,Business Intelligence Developer,160000,USD,160000,US,100,US,M,Other
209,2024,SE,FT,Business Intelligence Developer,140000,USD,140000,US,100,US,M,Other
210,2024,MI,FT,Data Scientist,281000,USD,281000,US,0,US,M,Data Scientist
211,2024,MI,FT,Data Scientist,206000,USD,206000,US,0,US,M,Data Scientist
212,2024,SE,FT,Software Engineer,337000,USD,337000,US,0,US,M,Data Engineer
213,2024,SE,FT,Software Engineer,237000,USD,237000,US,0,US,M,Data Engineer
214,2024,MI,FT,Data Engineer,279400,USD,279400,US,0,US,M,Data Engineer
215,2024,MI,FT,Data Engineer,248920,USD,248920,US,0,US,M,Data Engineer
216,2024,SE,FT,Data Engineer,273700,USD,273700,US,100,US,M,Data Engineer
217,2024,SE,FT,Data Engineer,103700,USD,103700,US,100,US,M,Data Engineer
218,2024,SE,FT,Data Engineer,230800,USD,230800,US,100,US,M,Data Engineer
219,2024,SE,FT,Data Engineer,96200,USD,96200,US,100,US,M,Data Engineer
220,2024,SE,FT,Data Management Analyst,121737,USD,121737,US,0,US,M,Data Analyst
221,2024,SE,FT,Data Management Analyst,86955,USD,86955,US,0,US,M,Data Analyst
222,2024,SE,FT,Data Scientist,223000,USD,223000,US,0,US,M,Data Scientist
223,2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Scientist
224,2024,MI,FT,Data Scientist,187000,USD,187000,US,0,US,M,Data Scientist
225,2024,MI,FT,Data Scientist,127000,USD,127000,US,0,US,M,Data Scientist
226,2024,MI,FT,Data Scientist,118384,USD,118384,CA,0,CA,M,Data Scientist
227,2024,MI,FT,Data Scientist,94707,USD,94707,CA,0,CA,M,Data Scientist
228,2024,SE,FT,Data Scientist,750000,USD,750000,US,0,US,M,Data Scientist
229,2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Scientist
230,2024,SE,FT,Data Scientist,153340,USD,153340,US,0,US,M,Data Scientist
231,2024,SE,FT,Data Scientist,102193,USD,102193,US,0,US,M,Data Scientist
232,2024,SE,FT,Data Scientist,88000,USD,88000,US,0,US,M,Data Scientist
233,2024,SE,FT,Data Scientist,88000,USD,88000,US,0,US,M,Data Scientist
234,2024,SE,FT,Data Scientist,247600,USD,247600,US,0,US,L,Data Scientist
235,2024,SE,FT,Data Scientist,143300,USD,143300,US,0,US,L,Data Scientist
236,2024,MI,FT,Research Engineer,256500,USD,256500,US,0,US,M,Data Engineer
237,2024,MI,FT,Research Engineer,138900,USD,138900,US,0,US,M,Data Engineer
238,2024,SE,FT,Applied Scientist,250200,USD,250200,US,0,US,M,Data Scientist
239,2024,SE,FT,Applied Scientist,117200,USD,117200,US,0,US,M,Data Scientist
240,2024,SE,FT,Data Governance Specialist,177372,USD,177372,US,0,US,M,Other
241,2024,SE,FT,Data Governance Specialist,118248,USD,118248,US,0,US,M,Other
242,2024,MI,FT,Software Engineer,208800,USD,208800,US,0,US,M,Data Engineer
243,2024,MI,FT,Software Engineer,98300,USD,98300,US,0,US,M,Data Engineer
244,2024,EX,FT,AI Engineer,202500,USD,202500,US,0,US,M,Data Engineer
245,2024,EX,FT,AI Engineer,120000,USD,120000,US,0,US,M,Data Engineer
246,2024,MI,FT,Software Engineer,130000,USD,130000,US,0,US,M,Data Engineer
247,2024,MI,FT,Software Engineer,90000,USD,90000,US,0,US,M,Data Engineer
248,2024,SE,FT,Software Engineer,173000,USD,173000,US,100,US,M,Data Engineer
249,2024,SE,FT,Software Engineer,138400,USD,138400,US,100,US,M,Data Engineer
250,2024,MI,FT,Software Engineer,208800,USD,208800,US,0,US,M,Data Engineer
251,2024,MI,FT,Software Engineer,98300,USD,98300,US,0,US,M,Data Engineer
252,2024,MI,FT,Software Engineer,240240,USD,240240,US,0,US,M,Data Engineer
253,2024,MI,FT,Software Engineer,221814,USD,221814,US,0,US,M,Data Engineer
254,2024,EN,FT,Software Developer,110000,USD,110000,CA,0,CA,M,Other
255,2024,EN,FT,Software Developer,50500,USD,50500,CA,0,CA,M,Other
256,2024,EN,FT,Software Engineer,135000,USD,135000,US,0,US,M,Data Engineer
257,2024,MI,FT,Software Engineer,205000,USD,205000,US,0,US,M,Data Engineer
258,2024,MI,FT,Software Engineer,155000,USD,155000,US,0,US,M,Data Engineer
259,2024,MI,FT,Software Engineer,126500,USD,126500,US,0,US,M,Data Engineer
260,2024,MI,FT,Software Engineer,93500,USD,93500,US,0,US,M,Data Engineer
261,2024,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
262,2024,SE,FT,Research Scientist,136000,USD,136000,US,0,US,M,Data Scientist
263,2024,SE,FT,Statistical Programmer,259400,USD,259400,US,0,US,M,Other
264,2024,SE,FT,Statistical Programmer,164800,USD,164800,US,0,US,M,Other
265,2024,MI,FT,Data Engineer,152950,USD,152950,US,0,US,M,Data Engineer
266,2024,MI,FT,Data Engineer,105400,USD,105400,US,0,US,M,Data Engineer
267,2024,EN,FT,Data Engineer,90300,USD,90300,US,0,US,M,Data Engineer
268,2024,EN,FT,Data Engineer,50200,USD,50200,US,0,US,M,Data Engineer
269,2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
270,2024,MI,FT,Data Analyst,66000,USD,66000,US,0,US,M,Data Analyst
271,2024,SE,FT,Data Analyst,124800,USD,124800,US,0,US,M,Data Analyst
272,2024,SE,FT,Data Analyst,67500,USD,67500,US,0,US,M,Data Analyst
273,2024,MI,FT,Software Engineer,189750,USD,189750,US,0,US,M,Data Engineer
274,2024,MI,FT,Software Engineer,120000,USD,120000,US,0,US,M,Data Engineer
275,2024,SE,FT,Software Engineer,276000,USD,276000,US,0,US,M,Data Engineer
276,2024,SE,FT,Software Engineer,148000,USD,148000,US,0,US,M,Data Engineer
277,2024,SE,FT,Data Specialist,167900,USD,167900,US,0,US,M,Other
278,2024,SE,FT,Data Specialist,89250,USD,89250,US,0,US,M,Other
279,2024,MI,FT,Data Scientist,120800,USD,120800,US,0,US,M,Data Scientist
280,2024,MI,FT,Data Scientist,73200,USD,73200,US,0,US,M,Data Scientist
281,2024,EX,FT,Head of AI,300000,USD,300000,US,0,US,M,Data Manager
282,2024,EX,FT,Head of AI,207000,USD,207000,US,0,US,M,Data Manager
283,2024,MI,FT,Software Engineer,177100,USD,177100,US,0,US,M,Data Engineer
284,2024,MI,FT,Software Engineer,112200,USD,112200,US,0,US,M,Data Engineer
285,2024,MI,FT,Data Engineer,131800,USD,131800,US,0,US,M,Data Engineer
286,2024,MI,FT,Data Engineer,61800,USD,61800,US,0,US,M,Data Engineer
287,2024,MI,FT,Data Scientist,219000,USD,219000,US,0,US,M,Data Scientist
288,2024,MI,FT,Data Scientist,170186,USD,170186,US,0,US,M,Data Scientist
289,2024,MI,FT,Data Scientist,155900,USD,155900,US,0,US,M,Data Scientist
290,2024,MI,FT,Data Scientist,84200,USD,84200,US,0,US,M,Data Scientist
291,2024,MI,FT,Data Management Manager,75000,GBP,93750,GB,0,GB,M,Data Manager
292,2024,MI,FT,Data Management Manager,61641,GBP,77051,GB,0,GB,M,Data Manager
293,2024,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
294,2024,MI,FT,Data Engineer,95200,USD,95200,US,100,US,M,Data Engineer
295,2024,SE,FT,Data Governance Engineer,145000,USD,145000,US,100,US,M,Data Engineer
296,2024,SE,FT,Data Governance Engineer,115000,USD,115000,US,100,US,M,Data Engineer
297,2024,SE,FT,Data Scientist,198000,USD,198000,US,100,US,M,Data Scientist
298,2024,SE,FT,Data Scientist,138000,USD,138000,US,100,US,M,Data Scientist
299,2024,SE,FT,Data Analyst,37404,EUR,41560,TR,0,TR,M,Data Analyst
300,2024,SE,FT,Data Analyst,23556,EUR,26173,TR,0,TR,M,Data Analyst
301,2024,SE,FT,Data Analyst,92592,EUR,102880,NL,0,NL,M,Data Analyst
302,2024,SE,FT,Data Analyst,58332,EUR,64813,NL,0,NL,M,Data Analyst
303,2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,Data Analyst
304,2024,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,Data Analyst
305,2024,EX,FT,Software Engineer,243300,USD,243300,US,0,US,M,Data Engineer
306,2024,EX,FT,Software Engineer,131500,USD,131500,US,0,US,M,Data Engineer
307,2024,MI,FT,Data Manager,50000,GBP,62500,GB,0,GB,M,Data Manager
308,2024,MI,FT,Data Manager,45000,GBP,56250,GB,0,GB,M,Data Manager
309,2024,MI,FT,Applied Scientist,159600,USD,159600,CA,0,CA,M,Data Scientist
310,2024,MI,FT,Applied Scientist,83600,USD,83600,CA,0,CA,M,Data Scientist
311,2024,SE,FT,Software Engineer,284000,USD,284000,US,0,US,M,Data Engineer
312,2024,SE,FT,Software Engineer,189000,USD,189000,US,0,US,M,Data Engineer
313,2024,MI,FT,Machine Learning Engineer,243300,USD,243300,US,0,US,M,Data Engineer
314,2024,MI,FT,Machine Learning Engineer,131500,USD,131500,US,0,US,M,Data Engineer
315,2024,SE,FT,Machine Learning Engineer,204600,USD,204600,US,0,US,M,Data Engineer
316,2024,SE,FT,Machine Learning Engineer,84500,USD,84500,US,0,US,M,Data Engineer
317,2024,SE,FT,Machine Learning Engineer,270000,USD,270000,US,0,US,M,Data Engineer
318,2024,SE,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M,Data Engineer
319,2024,SE,FT,Data Scientist,252000,USD,252000,US,0,US,M,Data Scientist
320,2024,SE,FT,Data Scientist,168000,USD,168000,US,0,US,M,Data Scientist
321,2024,EN,FT,Data Scientist,178200,USD,178200,US,0,US,M,Data Scientist
322,2024,EN,FT,Data Scientist,73800,USD,73800,US,0,US,M,Data Scientist
323,2024,MI,FT,Data Scientist,49000,GBP,61250,GB,0,GB,M,Data Scientist
324,2024,MI,FT,Data Scientist,38000,GBP,47500,GB,0,GB,M,Data Scientist
325,2024,MI,FT,Data Scientist,106890,USD,106890,CA,0,CA,M,Data Scientist
